run_id,checkpoint,sample_id,task,episode_or_seed,domain,c2r_split,progress_bin,layer,token_group,perturbation,severity,timestep_quantile,timestep,sigma,noise_seed,transform_seed,metric_name,metric_value,direction_group
stage0_contrastive_bs8_fn4_001,base,clean/blocks_ranking_size/episode_000042/0_478,blocks_ranking_size,episode_000042,clean,,,,action_velocity,direction_photo,0.5,0.5,500.0,0.5,12174564400862382112,,centered_directional_fd,0.0,nuisance
stage0_contrastive_bs8_fn4_001,base,clean/blocks_ranking_size/episode_000042/0_478,blocks_ranking_size,episode_000042,clean,,,,action_velocity,direction_photo,0.5,0.75,251.00001525878906,0.2510000169277191,12174564400862382112,,centered_directional_fd,0.0,nuisance
stage0_contrastive_bs8_fn4_001,base,clean/blocks_ranking_size/episode_000042/0_478,blocks_ranking_size,episode_000042,clean,,,,action_velocity,direction_photo,1.0,0.25,750.0,0.75,12174564400862382112,,centered_directional_fd,0.0,nuisance
stage0_contrastive_bs8_fn4_001,base,clean/blocks_ranking_size/episode_000042/0_478,blocks_ranking_size,episode_000042,clean,,,,action_velocity,direction_photo,1.0,0.5,500.0,0.5,12174564400862382112,,centered_directional_fd,0.0,nuisance
stage0_contrastive_bs8_fn4_001,base,clean/blocks_ranking_size/episode_000042/0_478,blocks_ranking_size,episode_000042,clean,,,,action_velocity,direction_photo,1.0,0.75,251.00001525878906,0.2510000169277191,12174564400862382112,,centered_directional_fd,0.0,nuisance
stage0_contrastive_bs8_fn4_001,base,clean/blocks_ranking_size/episode_000042/0_478,blocks_ranking_size,episode_000042,clean,,,,action_velocity,direction_geometry,0.5,0.25,750.0,0.75,12174564400862382112,,centered_directional_fd,0.0,signal
stage0_contrastive_bs8_fn4_001,base,clean/blocks_ranking_size/episode_000042/0_478,blocks_ranking_size,episode_000042,clean,,,,action_velocity,direction_geometry,0.5,0.5,500.0,0.5,12174564400862382112,,centered_directional_fd,0.0,signal
stage0_contrastive_bs8_fn4_001,base,clean/blocks_ranking_size/episode_000042/0_478,blocks_ranking_size,episode_000042,clean,,,,action_velocity,direction_geometry,0.5,0.75,251.00001525878906,0.2510000169277191,12174564400862382112,,centered_directional_fd,0.0,signal
stage0_contrastive_bs8_fn4_001,base,clean/blocks_ranking_size/episode_000042/0_478,blocks_ranking_size,episode_000042,clean,,,,action_velocity,direction_geometry,1.0,0.25,750.0,0.75,12174564400862382112,,centered_directional_fd,0.20957735180854797,signal
stage0_contrastive_bs8_fn4_001,base,clean/blocks_ranking_size/episode_000042/0_478,blocks_ranking_size,episode_000042,clean,,,,action_velocity,direction_geometry,1.0,0.5,500.0,0.5,12174564400862382112,,centered_directional_fd,0.23323120176792145,signal
stage0_contrastive_bs8_fn4_001,base,clean/blocks_ranking_size/episode_000042/0_478,blocks_ranking_size,episode_000042,clean,,,,action_velocity,direction_geometry,1.0,0.75,251.00001525878906,0.2510000169277191,12174564400862382112,,centered_directional_fd,0.3510324954986572,signal
stage0_contrastive_bs8_fn4_001,base,clean/blocks_ranking_size/episode_000042/0_478,blocks_ranking_size,episode_000042,clean,,,,action_velocity,,0.5,0.25,,,,,directional_selectivity,0.0,
stage0_contrastive_bs8_fn4_001,base,clean/blocks_ranking_size/episode_000042/0_478,blocks_ranking_size,episode_000042,clean,,,,action_velocity,,0.5,0.25,,,,,directional_selectivity,0.0,
stage0_contrastive_bs8_fn4_001,base,clean/blocks_ranking_size/episode_000042/0_478,blocks_ranking_size,episode_000042,clean,,,,action_velocity,,1.0,0.25,,,,,directional_selectivity,209577351808.54797,
stage0_contrastive_bs8_fn4_001,base,clean/blocks_ranking_size/episode_000042/0_478,blocks_ranking_size,episode_000042,clean,,,,action_velocity,,1.0,0.25,,,,,directional_selectivity,209577351808.54797,
stage0_contrastive_bs8_fn4_001,base,clean/blocks_ranking_size/episode_000042/0_478,blocks_ranking_size,episode_000042,clean,,,,action_velocity,,0.5,0.5,,,,,directional_selectivity,0.0,
stage0_contrastive_bs8_fn4_001,base,clean/blocks_ranking_size/episode_000042/0_478,blocks_ranking_size,episode_000042,clean,,,,action_velocity,,0.5,0.5,,,,,directional_selectivity,0.0,
stage0_contrastive_bs8_fn4_001,base,clean/blocks_ranking_size/episode_000042/0_478,blocks_ranking_size,episode_000042,clean,,,,action_velocity,,1.0,0.5,,,,,directional_selectivity,233231201767.92145,
stage0_contrastive_bs8_fn4_001,base,clean/blocks_ranking_size/episode_000042/0_478,blocks_ranking_size,episode_000042,clean,,,,action_velocity,,1.0,0.5,,,,,directional_selectivity,233231201767.92145,
stage0_contrastive_bs8_fn4_001,base,clean/blocks_ranking_size/episode_000042/0_478,blocks_ranking_size,episode_000042,clean,,,,action_velocity,,0.5,0.75,,,,,directional_selectivity,0.0,
stage0_contrastive_bs8_fn4_001,base,clean/blocks_ranking_size/episode_000042/0_478,blocks_ranking_size,episode_000042,clean,,,,action_velocity,,0.5,0.75,,,,,directional_selectivity,0.0,
stage0_contrastive_bs8_fn4_001,base,clean/blocks_ranking_size/episode_000042/0_478,blocks_ranking_size,episode_000042,clean,,,,action_velocity,,1.0,0.75,,,,,directional_selectivity,351032495498.6572,
stage0_contrastive_bs8_fn4_001,base,clean/blocks_ranking_size/episode_000042/0_478,blocks_ranking_size,episode_000042,clean,,,,action_velocity,,1.0,0.75,,,,,directional_selectivity,351032495498.6572,
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,direction_photo,0.5,0.25,750.0,0.75,3456786071859825307,,centered_directional_fd,0.0,nuisance
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,direction_photo,0.5,0.5,500.0,0.5,3456786071859825307,,centered_directional_fd,0.0,nuisance
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,direction_photo,0.5,0.75,251.00001525878906,0.2510000169277191,3456786071859825307,,centered_directional_fd,0.0,nuisance
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,direction_photo,1.0,0.25,750.0,0.75,3456786071859825307,,centered_directional_fd,0.0,nuisance
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,direction_photo,1.0,0.5,500.0,0.5,3456786071859825307,,centered_directional_fd,0.0,nuisance
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,direction_photo,1.0,0.75,251.00001525878906,0.2510000169277191,3456786071859825307,,centered_directional_fd,0.0,nuisance
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,direction_geometry,0.5,0.25,750.0,0.75,3456786071859825307,,centered_directional_fd,0.1326824277639389,signal
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,direction_geometry,0.5,0.5,500.0,0.5,3456786071859825307,,centered_directional_fd,0.15348079800605774,signal
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,direction_geometry,0.5,0.75,251.00001525878906,0.2510000169277191,3456786071859825307,,centered_directional_fd,0.24194568395614624,signal
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,direction_geometry,1.0,0.25,750.0,0.75,3456786071859825307,,centered_directional_fd,0.07133625447750092,signal
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,direction_geometry,1.0,0.5,500.0,0.5,3456786071859825307,,centered_directional_fd,0.08206111192703247,signal
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,direction_geometry,1.0,0.75,251.00001525878906,0.2510000169277191,3456786071859825307,,centered_directional_fd,0.11991230398416519,signal
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,,0.5,0.25,,,,,directional_selectivity,132682427763.9389,
stage0_contrastive_bs8_fn4_001,base,clean/click_alarmclock/episode_000040/0_76,click_alarmclock,episode_000040,clean,,,,action_velocity,,0.5,0.25,,,,,directional_selectivity,132682427763.9389,
