run_id,checkpoint,sample_id,task,episode_or_seed,domain,c2r_split,progress_bin,layer,token_group,perturbation,severity,timestep_quantile,timestep,sigma,noise_seed,transform_seed,metric_name,metric_value,action_frame
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,color_temperature,0.1,0.25,750.0,0.75,13788209987369430635,9775476510567872708,velocity_relative_l2/frame,0.012561253271996975,2
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,color_temperature,0.1,0.25,750.0,0.75,13788209987369430635,9775476510567872708,velocity_relative_l2/frame,0.02079550363123417,3
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,color_temperature,0.1,0.25,750.0,0.75,13788209987369430635,9775476510567872708,velocity_relative_l2/frame,0.021812336519360542,4
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,color_temperature,0.1,0.25,750.0,0.75,13788209987369430635,9775476510567872708,velocity_relative_l2/frame,0.020691215991973877,5
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,color_temperature,0.1,0.25,750.0,0.75,13788209987369430635,9775476510567872708,velocity_relative_l2/frame,0.011148244142532349,6
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,color_temperature,0.1,0.25,750.0,0.75,13788209987369430635,9775476510567872708,velocity_relative_l2/frame,0.02693006582558155,7
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,color_temperature,0.1,0.25,750.0,0.75,13788209987369430635,9775476510567872708,velocity_relative_l2/frame,0.010247338563203812,8
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,0.8,0.25,750.0,0.75,13788209987369430635,18087504126169967844,velocity_relative_l2,0.011400428600609303,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,0.8,0.25,750.0,0.75,13788209987369430635,18087504126169967844,velocity_relative_l2/left_position,0.012064398266375065,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,0.8,0.25,750.0,0.75,13788209987369430635,18087504126169967844,velocity_relative_l2/left_rotation,0.004426074214279652,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,0.8,0.25,750.0,0.75,13788209987369430635,18087504126169967844,velocity_relative_l2/right_position,0.014876717701554298,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,0.8,0.25,750.0,0.75,13788209987369430635,18087504126169967844,velocity_relative_l2/right_rotation,0.012758619152009487,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,0.8,0.25,750.0,0.75,13788209987369430635,18087504126169967844,velocity_relative_l2/gripper,0.011159472167491913,
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,0.8,0.25,750.0,0.75,13788209987369430635,18087504126169967844,velocity_relative_l2/frame,0.00479894457384944,0
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,0.8,0.25,750.0,0.75,13788209987369430635,18087504126169967844,velocity_relative_l2/frame,0.009176203981041908,1
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,0.8,0.25,750.0,0.75,13788209987369430635,18087504126169967844,velocity_relative_l2/frame,0.009636462666094303,2
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,0.8,0.25,750.0,0.75,13788209987369430635,18087504126169967844,velocity_relative_l2/frame,0.017076512798666954,3
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,0.8,0.25,750.0,0.75,13788209987369430635,18087504126169967844,velocity_relative_l2/frame,0.011206505820155144,4
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,0.8,0.25,750.0,0.75,13788209987369430635,18087504126169967844,velocity_relative_l2/frame,0.009859573096036911,5
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,0.8,0.25,750.0,0.75,13788209987369430635,18087504126169967844,velocity_relative_l2/frame,0.009402106516063213,6
stage0_001,base,clean/adjust_bottle/episode_000044/0_139,adjust_bottle,episode_000044,clean,,,,action_velocity,gamma,0.8,0.25,750.0,0.75,13788209987369430635,18087504126169967844,velocity_relative_l2/frame,0.01597517728805542,7
